target_id	length	eff_length	est_counts	tpm
FBtr0336903	2896	2675.51	53.223	0.896464
FBtr0112689	5949	5728.51	72.9168	0.573623
FBtr0310292	6136	5915.51	0	0
FBtr0310295	6518	6297.51	1.23727e-07	8.85396e-10
FBtr0310438	5301	5080.51	0	0
FBtr0077017	2685	2464.51	399	7.29596
FBtr0082611	3864	3643.51	957	11.8367
FBtr0088736	432	214.834	747	156.696
FBtr0342791	814	593.514	0	0
FBtr0075226	1960	1739.51	12	0.310881
FBtr0081055	876	655.514	0	0
FBtr0085094	1143	922.514	102	4.98273
FBtr0334309	1131	910.514	0	0
FBtr0085977	1075	854.514	174	9.17636
FBtr0073569	1529	1308.51	160.883	5.5408
FBtr0331588	1407	1186.51	72.1171	2.73909
FBtr0308615	4954	4733.51	11.9386	0.11366
FBtr0100246	3795	3574.51	56.018	0.706239
FBtr0334301	3101	2880.51	26.8174	0.419553
FBtr0309803	8472	8251.51	694.876	3.79502
FBtr0100245	4219	3998.51	121.033	1.3641
FBtr0089162	4095	3874.51	0	0
FBtr0112657	6005	5784.51	15.3222	0.11937
FBtr0089159	3023	2802.51	0	0
FBtr0089161	4129	3908.51	254.668	2.93632
FBtr0330635	955	734.514	0	0
FBtr0339485	940	719.514	0	0
FBtr0088197	937	716.514	8.39091	0.527746
FBtr0339486	1253	1032.51	3.60909	0.157522
FBtr0339464	10329	10108.5	157.183	0.700744
FBtr0070961	10768	10547.5	106.055	0.453129
FBtr0070962	10332	10111.5	537.762	2.3967
FBtr0070486	827	606.514	0	0
FBtr0113060	551	331.05	41.8887	5.70222
FBtr0088541	493	273.871	156.111	25.6879
FBtr0080162	1210	989.514	50.7661	2.31202
FBtr0339192	4645	4424.51	0	0
FBtr0330376	4648	4427.51	301.5	3.0688
FBtr0084051	4648	4427.51	301.5	3.0688
FBtr0344886	479	260.354	0	0
FBtr0112397	486	267.169	0	0
FBtr0086694	684	463.567	450.872	43.831
FBtr0299805	2533	2312.51	45.2166	0.881159
FBtr0303264	5470	5249.51	0	0
FBtr0070239	5365	5144.51	153.689	1.34629
FBtr0310283	5157	4936.51	7483.64	68.3177
FBtr0070241	4274	4053.51	1150.29	12.7884
FBtr0310282	5414	5193.51	1723.38	14.9541
FBtr0342731	5323	5102.51	0	0
FBtr0307271	4192	3971.51	11.6676	0.132393
FBtr0335034	4159	3938.51	0	0
FBtr0335035	4590	4369.51	0	0
FBtr0071254	4195	3974.51	4.33243	0.0491234
FBtr0071253	3532	3311.51	0	0
FBtr0347565	1308	1087.51	0	0
FBtr0084305	1305	1084.51	9	0.37398
FBtr0076522	1526	1305.51	421.712	14.5571
FBtr0331548	1339	1118.51	8.28788	0.33392
FBtr0073267	3833	3612.51	0	0
FBtr0345589	4674	4453.51	2313.51	23.4105
FBtr0310634	3878	3657.51	0	0
FBtr0073269	4443	4222.51	3387.53	36.1537
FBtr0310633	4634	4413.51	0	0
FBtr0073265	3887	3666.51	303.393	3.72901
FBtr0113135	5057	4836.51	329.33	3.0686
FBtr0310635	4133	3912.51	30.7325	0.353983
FBtr0310637	4379	4158.51	1359.11	14.7284
FBtr0310636	4238	4017.51	27.3984	0.307332
FBtr0073266	3995	3774.51	0	0
FBtr0073268	4283	4062.51	0	0
FBtr0301575	4257	4036.51	3.00788	0.0335811
FBtr0112852	4445	4224.51	237.373	2.53218
FBtr0301473	4955	4734.51	0	0
FBtr0301472	5102	4881.51	0	0
FBtr0112851	4062	3841.51	530.561	6.22406
FBtr0308215	5520	5299.51	44.5649	0.378964
FBtr0308213	5430	5209.51	6.46744e-08	5.59468e-10
FBtr0333616	4482	4261.51	0	0
FBtr0475270	4395	4174.51	0	0
FBtr0475267	2371	2150.51	11.1965	0.234629
FBtr0475266	2869	2648.51	0.553316	0.00941481
FBtr0308216	4003	3782.51	6.60682	0.0787141
FBtr0308214	5686	5465.51	0	0
FBtr0075441	1906	1685.51	51.5606	1.37856
FBtr0475268	2782	2561.51	13.1667	0.231645
FBtr0475269	2317	2096.51	36.3977	0.782379
FBtr0308212	4778	4557.51	100.147	0.990266
FBtr0112850	2404	2183.51	0.864274	0.0178376
FBtr0473588	2237	2016.51	394.607	8.81869
FBtr0080276	1935	1714.51	826.528	21.7249
FBtr0473587	1927	1706.51	6.86483	0.181284
FBtr0344527	828	607.514	248.902	18.4635
FBtr0345647	984	763.514	88.0978	5.19982
FBtr0332595	1652	1431.51	0	0
FBtr0077417	1279	1058.51	3	0.127722
FBtr0084978	2246	2025.51	0	0
FBtr0084977	2243	2022.51	610.48	13.6026
FBtr0075465	564	343.983	225	29.4772
FBtr0075952	729	508.567	96	8.50676
FBtr0300404	3943	3722.51	0	0
FBtr0304952	6836	6615.51	65.6812	0.447423
FBtr0304953	5365	5144.51	0	0
FBtr0304950	5476	5255.51	34.6703	0.297292
FBtr0300400	3947	3726.51	28.3504	0.342845
FBtr0300401	3259	3038.51	110.88	1.64449
FBtr0304948	4629	4408.51	0	0
FBtr0300402	3255	3034.51	198.021	2.94078
FBtr0300403	4069	3848.51	0	0
FBtr0304951	6903	6682.51	6.39797	0.0431463
FBtr0088674	2781	2560.51	2643	46.5169
FBtr0079358	2223	2002.51	0	0
FBtr0079359	2019	1798.51	8.11253	0.203275
FBtr0079360	2021	1800.51	1.88747	0.0472416
FBtr0079361	2040	1819.51	1.97064e-06	4.88081e-08
FBtr0079357	2111	1890.51	0	0
FBtr0304880	722	501.567	1	0.0898488
FBtr0086134	1303	1082.51	7847	326.671
FBtr0077687	1933	1712.51	82.5976	2.17357
FBtr0077686	2213	1992.51	71.6755	1.6211
FBtr0335132	2395	2174.51	61.7269	1.27924
FBtr0344425	3359	3138.51	1	0.0143587
FBtr0330288	3340	3119.51	2	0.0288924
FBtr0084803	3340	3119.51	2	0.0288924
FBtr0330289	3968	3747.51	0	0
FBtr0084056	495	275.789	0	0
FBtr0333923	1348	1127.51	69.4677	2.77653
FBtr0072763	1137	916.514	57.5323	2.82887
FBtr0070487	2002	1781.51	355	8.98007
FBtr0112984	5349	5128.51	0	0
FBtr0330402	4791	4570.51	5.48421	0.0540741
FBtr0340410	4809	4588.51	0.0315869	0.000310224
FBtr0074026	4791	4570.51	5.48421	0.0540741
FBtr0085903	1644	1423.51	390.296	12.3559
FBtr0085905	1457	1236.51	0	0
FBtr0085904	1500	1279.51	369.704	13.0211
FBtr0085867	1060	839.514	1	0.05368
FBtr0333164	6899	6678.51	11.4949	0.0775648
FBtr0474168	3994	3773.51	243.65	2.90979
FBtr0333165	2351	2130.51	26.2047	0.554289
FBtr0087495	3994	3773.51	243.65	2.90979
FBtr0079188	631	410.653	0	0
FBtr0343122	589	368.77	336	41.0606
FBtr0072723	1941	1720.51	5.01495	0.131356
FBtr0331866	1226	1005.51	68.0691	3.05072
FBtr0110839	668	447.567	128	12.8882
FBtr0289994	1130	909.514	59	2.92337
FBtr0085077	1091	870.514	4	0.207074
FBtr0079052	1041	820.514	654	35.9197
FBtr0072426	755	534.514	0	0
FBtr0332968	6696	6475.51	143.33	0.997478
FBtr0302224	3653	3432.51	654.899	8.5981
FBtr0084832	4288	4067.51	2	0.0221586
FBtr0306152	2127	1906.51	62.4829	1.47694
FBtr0075350	2793	2572.51	0	0
FBtr0100145	4413	4192.51	1140.61	12.2603
FBtr0306151	3189	2968.51	862.302	13.0906
FBtr0079050	1049	828.514	68.8562	3.74528
FBtr0331229	1089	868.514	17.2423	0.894664
FBtr0079051	1082	861.514	9.90146	0.517938
FBtr0072796	1916	1695.51	0	0
FBtr0334076	2200	1979.51	0	0
FBtr0290008	504	284.509	0	0
FBtr0306080	505	285.509	0	0
FBtr0113331	1200	979.514	21.2618	0.978206
FBtr0340658	1516	1295.51	391.073	13.6037
FBtr0310483	2739	2518.51	271.766	4.86285
FBtr0079889	2872	2651.51	239.234	4.06603
FBtr0083465	756	535.514	0	0
FBtr0345206	883	662.514	0	0
FBtr0071842	1440	1219.51	450	16.629
FBtr0088524	1299	1078.51	719	30.043
FBtr0077460	867	646.514	526	36.6647
FBtr0075515	1140	919.514	1705.01	83.5621
FBtr0302493	893	672.514	1778.99	119.21
FBtr0333413	1540	1319.51	300.252	10.2544
FBtr0333414	1687	1466.51	6.74833	0.207372
FBtr0079683	1684	1463.51	0	0
FBtr0087485	2475	2254.51	0	0
FBtr0303284	910	689.514	580.425	37.9353
FBtr0070211	1002	781.514	1799.57	103.77
FBtr0302338	2006	1785.51	283	7.14272
FBtr0072159	694	473.567	6	0.570967
FBtr0083145	881	660.514	0	0
FBtr0342913	2673	2452.51	473.175	8.69463
FBtr0080643	2859	2638.51	368.825	6.29943
FBtr0300045	563	342.983	0	0
FBtr0344026	582	361.842	527.36	65.6792
FBtr0304667	634	413.653	1462.65	159.348
FBtr0302201	503	283.537	1092.99	173.718
FBtr0113333	817	596.514	3935.15	297.291
FBtr0334086	1026	805.514	0	0
FBtr0300758	791	570.514	5.16396	0.407903
FBtr0075606	818	597.514	96.6851	7.29209
FBtr0088108	953	732.514	0	0
FBtr0073373	2928	2707.51	0	0
FBtr0299641	5264	5043.51	31.6565	0.282859
FBtr0333375	5383	5162.51	0	0
FBtr0333374	5246	5025.51	0	0
FBtr0299640	4234	4013.51	213.344	2.3955
FBtr0309854	368	155.905	0	0
FBtr0083271	1653	1432.51	8	0.25167
FBtr0083010	1142	921.514	295	14.4265
FBtr0070164	634	413.653	0	0
FBtr0310165	645	424.611	0	0
FBtr0346031	600	379.732	0	0
FBtr0343324	2529	2308.51	1	0.0195213
FBtr0300760	1752	1531.51	0	0
FBtr0071546	6400	6179.51	1734	12.6455
FBtr0305051	7604	7383.51	140.538	0.857771
FBtr0273382	7607	7386.51	2392.46	14.5964
FBtr0077465	5065	4844.51	117.311	1.09126
FBtr0334265	6378	6157.51	820.689	6.0064
FBtr0334266	5112	4891.51	0	0
FBtr0086282	1717	1496.51	3	0.0903402
FBtr0081899	1170	949.514	0	0
FBtr0082901	1761	1540.51	30	0.877599
FBtr0080572	557	337.017	1.4608	0.195335
FBtr0076494	2771	2550.51	194.164	3.43069
FBtr0309506	3453	3232.51	268.48	3.74294
FBtr0081246	3925	3704.51	202	2.45731
FBtr0079471	1821	1600.51	0	0
FBtr0082083	1392	1171.51	4	0.15387
FBtr0475210	911	690.514	2.90056	0.189299
FBtr0306582	996	775.514	0	0
FBtr0306583	965	744.514	334.851	20.2684
FBtr0306581	921	700.514	0	0
FBtr0087816	1162	941.514	1653.77	79.1568
FBtr0306580	882	661.514	2054.69	139.974
FBtr0344926	914	693.514	89.479	5.81442
FBtr0306579	1026	805.514	31.9411	1.78697
FBtr0475211	968	747.514	63.5062	3.82858
FBtr0337029	841	620.514	3.7097	0.269419
FBtr0331979	1165	944.514	36.0276	1.71897
FBtr0475209	903	682.514	18.1284	1.19698
FBtr0339800	1128	907.514	0	0
FBtr0080970	1069	848.514	0	0
FBtr0110929	3412	3191.51	0	0
FBtr0070110	3033	2812.51	1	0.0160231
FBtr0076495	1733	1512.51	45	1.34077
FBtr0340167	964	743.514	69.4873	4.2117
FBtr0079243	857	636.514	225.513	15.9663
FBtr0083945	1562	1341.51	1332.79	44.7721
FBtr0334579	1688	1467.51	25.2087	0.77412
FBtr0087628	3706	3485.51	0	0
FBtr0299600	717	496.567	0	0
FBtr0085243	2073	1852.51	0	0
FBtr0085244	2018	1797.51	0	0
FBtr0085242	2010	1789.51	0	0
FBtr0079751	2129	1908.51	1	0.0236127
FBtr0300010	4059	3838.51	0	0
FBtr0077082	5102	4881.51	307	2.83416
FBtr0070283	829	608.514	454.827	33.6834
FBtr0077734	1449	1228.51	1994.96	73.1805
FBtr0077731	1480	1259.51	325.036	11.6297
FBtr0299862	2354	2133.51	0	0
FBtr0299861	656	435.611	0	0
FBtr0074815	740	519.567	64.5183	5.59606
FBtr0308683	678	457.567	81.0403	7.98156
FBtr0074817	554	334.05	5128.89	691.915
FBtr0074816	706	485.567	5002.54	464.283
FBtr0081694	754	533.514	0	0
FBtr0082155	4355	4134.51	0	0
FBtr0334684	5638	5417.51	1053	8.75929
FBtr0299961	1587	1366.51	131.612	4.34032
FBtr0345939	1930	1709.51	34.888	0.919697
FBtr0307183	950	729.514	46.1427	2.85043
FBtr0336741	968	747.514	48.7439	2.93861
FBtr0336740	1216	995.514	32.1134	1.45371
FBtr0273344	1785	1564.51	0	0
FBtr0300011	469	250.533	101	18.1676
FBtr0346409	411	194.973	0	0
FBtr0072523	7834	7613.51	204.333	1.20946
FBtr0332103	8605	8384.51	0	0
FBtr0332104	8517	8296.51	872.373	4.73857
FBtr0301348	8975	8754.51	30.3561	0.156262
FBtr0072521	9020	8799.51	6.7961e-06	3.4805e-08
FBtr0332101	8652	8431.51	121.481	0.649299
FBtr0332102	9296	9075.51	249.438	1.23861
FBtr0301349	7362	7141.51	298.019	1.88059
FBtr0072522	8960	8739.51	0	0
FBtr0084309	986	765.514	141.618	8.33693
FBtr0082955	587	366.77	0	0
FBtr0084265	1203	982.514	450	20.6402
FBtr0070813	1433	1212.51	0	0
FBtr0333399	752	531.514	0	0
FBtr0333398	735	514.567	4.27745	0.374614
FBtr0072830	732	511.567	8.72255	0.768391
FBtr0302208	2133	1912.51	17.3078	0.407829
FBtr0075224	1028	807.514	0.692177	0.0386285
FBtr0072823	726	505.567	173	15.4209
FBtr0080002	1266	1045.51	0	0
FBtr0302490	1281	1060.51	11	0.46743
FBtr0080637	3323	3102.51	141	2.04808
FBtr0342915	3326	3105.51	0	0
FBtr0078272	2315	2094.51	145.565	3.13194
FBtr0331528	2025	1804.51	51.8828	1.2957
FBtr0331529	2056	1835.51	116.553	2.86157
FBtr0303763	5308	5087.51	75.2161	0.666263
FBtr0078078	5024	4803.51	0	0
FBtr0078339	1442	1221.51	652	24.0541
FBtr0321281	1388	1167.51	0	0
FBtr0078183	3062	2841.51	1	0.0158596
FBtr0082917	714	493.567	0	0
FBtr0301352	5649	5428.51	840.597	6.97826
FBtr0301353	5683	5462.51	1984.84	16.3747
FBtr0301354	5818	5597.51	114.5	0.921833
FBtr0074357	5724	5503.51	0.0588199	0.000481642
FBtr0112692	3340	3119.51	232.447	3.35797
FBtr0112691	5751	5530.51	110.553	0.900839
FBtr0088240	2362	2141.51	386	8.12282
FBtr0083169	437	219.614	0	0
FBtr0273298	552	332.05	100	13.5718
FBtr0306121	370	157.677	3	0.857422
FBtr0075083	2484	2263.51	319.166	6.3544
FBtr0075082	2600	2379.51	0	0
FBtr0301857	2581	2360.51	14.0574	0.268373
FBtr0075081	2572	2351.51	5202.78	99.7076
FBtr0072548	4011	3790.51	991.94	11.7931
FBtr0072549	4064	3843.51	729.06	8.54821
FBtr0111121	2377	2156.51	1031.25	21.5503
FBtr0302242	2292	2071.51	0	0
FBtr0345363	2519	2298.51	64.7469	1.26944
FBtr0071734	1182	961.514	0	0
FBtr0308062	923	702.514	0	0
FBtr0335202	2913	2692.51	0	0
FBtr0335203	3446	3225.51	0	0
FBtr0332449	3813	3592.51	0	0
FBtr0335201	3233	3012.51	0	0
FBtr0081890	1355	1134.51	694.033	27.5684
FBtr0300442	1472	1251.51	106.967	3.85172
FBtr0332805	845	624.514	0	0
FBtr0332802	1210	989.514	0	0
FBtr0332803	902	681.514	0	0
FBtr0332804	722	501.567	0	0
FBtr0082269	1104	883.514	0	0
FBtr0331199	3589	3368.51	28.7852	0.385098
FBtr0347554	3408	3187.51	0	0
FBtr0290305	2437	2216.51	174.06	3.5389
FBtr0290306	2408	2187.51	0	0
FBtr0331200	2336	2115.51	9.15518	0.195026
FBtr0073788	1025	804.514	4	0.224061
FBtr0080846	2356	2135.51	512.18	10.8084
FBtr0337081	1999	1778.51	0	0
FBtr0080847	2178	1957.51	17.9964	0.414307
FBtr0080844	1893	1672.51	0	0
FBtr0080845	2005	1784.51	1122.82	28.3552
FBtr0305273	2369	2148.51	0	0
FBtr0114644	2288	2067.51	0	0
FBtr0332952	987	766.514	116.479	6.84807
FBtr0071449	410	193.993	5353.52	1243.64
FBtr0084475	833	612.514	0	0
FBtr0081870	1736	1515.51	70	2.08151
FBtr0082976	3436	3215.51	8	0.112119
FBtr0078714	2785	2564.51	0	0
FBtr0078713	2798	2577.51	674	11.7842
FBtr0084150	1800	1579.51	0	0
FBtr0072889	616	395.694	1686	192.017
FBtr0086710	1362	1141.51	1992.01	78.6414
FBtr0345422	1478	1257.51	476.988	17.0937
FBtr0086986	453	234.995	67	12.8486
FBtr0340341	4966	4745.51	22.5319	0.213971
FBtr0333475	8899	8678.51	628.542	3.26385
FBtr0071303	5232	5011.51	7.30418	0.0656815
FBtr0333473	22580	22359.5	19.7246	0.0397545
FBtr0333474	23041	22820.5	414.321	0.818187
FBtr0474151	5232	5011.51	7.30418	0.0656815
FBtr0079424	1290	1069.51	7	0.294953
FBtr0080962	1176	955.514	0	0
FBtr0346620	2159	1938.51	244.667	5.68783
FBtr0445386	1977	1756.51	16.3658	0.41988
FBtr0345017	1856	1635.51	267.304	7.36533
FBtr0077324	1953	1732.51	1150.63	29.9296
FBtr0077325	2001	1780.51	62.0299	1.56999
FBtr0071834	2099	1878.51	306	7.34087
FBtr0071214	2793	2572.51	555.197	9.7259
FBtr0071217	2515	2294.51	0	0
FBtr0071216	2655	2434.51	577.854	10.6966
FBtr0300751	2658	2437.51	817.294	15.1103
FBtr0071215	2653	2432.51	0	0
FBtr0300750	2652	2431.51	110.656	2.05087
FBtr0112734	898	677.514	0	0
FBtr0304711	835	614.514	0	0
FBtr0333564	2796	2575.51	0	0
FBtr0075482	1379	1158.51	0	0
FBtr0345426	2337	2116.51	10736.4	228.6
FBtr0086635	2048	1827.51	2594.34	63.9744
FBtr0086634	2999	2778.51	26.2951	0.426484
FBtr0079268	2030	1809.51	4317.78	107.532
FBtr0339787	2064	1843.51	129.225	3.15894
FBtr0079269	1921	1700.51	9835	260.636
FBtr0085562	566	345.948	0	0
FBtr0079778	983	762.514	0	0
FBtr0339808	1287	1066.51	0	0
FBtr0085452	4301	4080.51	43	0.474891
FBtr0083227	3714	3493.51	166.768	2.15125
FBtr0083228	3649	3428.51	0	0
FBtr0344717	4869	4648.51	656.024	6.35984
FBtr0344470	3301	3080.51	534.208	7.81498
FBtr0083226	3649	3428.51	0	0
FBtr0347157	1232	1011.51	0	0
FBtr0085466	1764	1543.51	0	0
FBtr0332443	1698	1477.51	0	0
FBtr0332442	1695	1474.51	0	0
FBtr0084575	1057	836.514	24.8566	1.33909
FBtr0084574	1119	898.514	0	0
FBtr0335413	982	761.514	122.472	7.24766
FBtr0345215	922	701.514	482.672	31.0067
FBtr0306055	251	67.511	0	0
FBtr0303821	503	283.537	0	0
FBtr0070933	1916	1695.51	35635	947.144
FBtr0345892	2390	2169.51	681.978	14.166
FBtr0088369	2542	2321.51	6.69024	0.129871
FBtr0331945	2669	2448.51	831.668	15.3069
FBtr0088370	2195	1974.51	2350.64	53.6496
FBtr0077646	3261	3040.51	41	0.607684
FBtr0343848	2000	1779.51	8	0.202595
FBtr0074845	1293	1072.51	20	0.840364
FBtr0078607	1232	1011.51	0	0
FBtr0344279	6745	6524.51	0	0
FBtr0086165	3657	3436.51	1	0.0131136
FBtr0087988	1754	1533.51	23.1699	0.68089
FBtr0087987	1948	1727.51	2450.7	63.9308
FBtr0290023	3611	3390.51	0	0
FBtr0083592	3662	3441.51	28.3547	0.371292
FBtr0337036	1427	1206.51	0.637478	0.0238108
FBtr0083591	3643	3422.51	0	0
FBtr0083590	3634	3413.51	17.377	0.22941
FBtr0083589	3744	3523.51	34.8581	0.445829
FBtr0337037	1537	1316.51	6.39585	0.218934
FBtr0330312	3708	3487.51	0	0
FBtr0330313	3634	3413.51	17.377	0.22941
FBtr0273409	526	306.239	0	0
FBtr0343030	1807	1586.51	5.41472	0.153806
FBtr0071394	1541	1320.51	0	0
FBtr0071393	1514	1293.51	161.585	5.62952
FBtr0076075	2555	2334.51	14.6098	0.282026
FBtr0304650	2916	2695.51	5.39016	0.0901157
FBtr0100318	2324	2103.51	0	0
FBtr0074839	2980	2759.51	7	0.114316
FBtr0074881	2322	2101.51	1592	34.1391
FBtr0074806	713	492.567	0	0
FBtr0085484	7026	6805.51	1038.13	6.87434
FBtr0346613	6398	6177.51	488.667	3.56484
FBtr0078338	522	302.3	0	0
FBtr0082825	807	586.514	708	54.3996
FBtr0344793	3835	3614.51	7.87905	0.0982346
FBtr0111132	1024	803.514	44951.8	2521.12
FBtr0332633	1945	1724.51	224.678	5.87131
FBtr0111129	1079	858.514	220.67	11.5834
FBtr0089487	3852	3631.51	0	0
FBtr0334585	2917	2696.51	137.229	2.29343
FBtr0334583	4023	3802.51	332.47	3.94023
FBtr0334582	3879	3658.51	2917.53	35.9377
FBtr0089486	3873	3652.51	0	0
FBtr0100457	3616	3395.51	0	0
FBtr0334584	4200	3979.51	0.0110969	0.000125664
FBtr0089485	4008	3787.51	156.5	1.86209
FBtr0334586	4029	3808.51	0	0
FBtr0089484	3595	3374.51	1748.43	23.3495
FBtr0334581	3830	3609.51	2914.83	36.392
FBtr0077383	1432	1211.51	43	1.59949
FBtr0300303	361	149.732	0	0
FBtr0075400	828	607.514	0	0
FBtr0074577	2331	2110.51	46.0363	0.982999
FBtr0310487	1848	1627.51	16.17	0.447741
FBtr0333247	2257	2036.51	14.4561	0.319892
FBtr0081795	1778	1557.51	144	4.1665
FBtr0073338	965	744.514	52	3.14754
FBtr0339490	398	182.932	10.4786	2.58139
FBtr0079203	1670	1449.51	0	0
FBtr0100058	466	247.583	3	0.54606
FBtr0308316	2433	2212.51	0	0
FBtr0308318	2502	2281.51	0	0
FBtr0308317	2465	2244.51	34.4537	0.691758
FBtr0078590	3214	2993.51	1218.55	18.3443
FBtr0345502	765	544.514	2.62763	0.217468
FBtr0306909	628	407.694	0	0
FBtr0306908	1229	1008.51	3.54678	0.158487
FBtr0433529	2658	2437.51	32.2692	0.596598
FBtr0347107	2349	2128.51	40.4286	0.85596
FBtr0330352	5007	4786.51	25.2547	0.237773
FBtr0330348	2314	2093.51	0	0
FBtr0330349	2509	2288.51	0	0
FBtr0330351	10856	10635.5	2.87538	0.0121837
FBtr0330350	2356	2135.51	0	0
FBtr0330353	4953	4732.51	2.79318e-07	2.65979e-09
FBtr0330347	2410	2189.51	0	0
FBtr0330345	3865	3644.51	0	0
FBtr0330346	2332	2111.51	0	0
FBtr0330343	2587	2366.51	0	0
FBtr0330355	6771	6550.51	19.5545	0.134528
FBtr0330354	2786	2565.51	3.31546	0.0582385
FBtr0330344	2467	2246.51	0	0
FBtr0330357	2665	2444.51	0	0
FBtr0330356	2929	2708.51	0	0
FBtr0473591	1007	786.514	4	0.229189
FBtr0473592	1171	950.514	0	0
FBtr0074330	973	752.514	644	38.5666
FBtr0339949	1888	1667.51	113.298	3.06191
FBtr0071319	1587	1366.51	0	0
FBtr0073805	3043	2822.51	477.161	7.6185
FBtr0345128	3279	3058.51	51.8392	0.763816
FBtr0074811	2006	1785.51	168.086	4.24238
FBtr0331747	1783	1562.51	4.40698	0.127104
FBtr0331746	2557	2336.51	183.461	3.53847
FBtr0074810	2019	1798.51	147.056	3.68476
FBtr0329895	4482	4261.51	14.076	0.148852
FBtr0333012	4242	4021.51	33.0082	0.36989
FBtr0333013	6084	5863.51	0	0
FBtr0310027	4654	4433.51	39.9158	0.40573
FBtr0078063	4752	4531.51	0	0
FBtr0345801	1402	1181.51	120.224	4.58558
FBtr0087646	1117	896.514	565.776	28.4399
FBtr0310569	2434	2213.51	65.5144	1.33381
FBtr0310565	2188	1967.51	1.52876e-06	3.50156e-08
FBtr0310567	2399	2178.51	7.78234	0.160987
FBtr0310563	2168	1947.51	184.33	4.26536
FBtr0310566	2541	2320.51	318.986	6.19481
FBtr0310568	2163	1942.51	13.9169	0.322865
FBtr0310564	2227	2006.51	292.471	6.56872
FBtr0305684	2045	1824.51	1114.12	27.5185
FBtr0080998	2255	2034.51	1898.88	42.0608
FBtr0070717	1594	1373.51	0	0
FBtr0083281	1487	1266.51	356.07	12.6697
FBtr0344013	995	774.514	5755.14	334.863
FBtr0347199	2392	2171.51	64.7855	1.34448
FBtr0082600	2604	2383.51	707	13.3673
FBtr0304869	3552	3331.51	0	0
FBtr0329937	2428	2207.51	0	0
FBtr0433516	2800	2579.51	0	0
FBtr0086339	554	334.05	0	0
FBtr0083858	1482	1261.51	101	3.60803
FBtr0079403	427	210.114	928	199.037
FBtr0339107	1796	1575.51	0	0
FBtr0339106	1860	1639.51	433.166	11.9064
FBtr0309229	7005	6784.51	3.42509	0.0227507
FBtr0078163	4350	4129.51	0	0
FBtr0309227	3917	3696.51	2.39074	0.0291461
FBtr0309226	6583	6362.51	10.6963	0.0757607
FBtr0078164	7227	7006.51	11.2234	0.0721877
FBtr0309228	7266	7045.51	3.47008	0.0221956
FBtr0309225	6150	5929.51	0	0
FBtr0113416	4347	4126.51	8.79443	0.0960429
FBtr0473602	1971	1750.51	0	0
FBtr0473603	2075	1854.51	0	0
FBtr0307305	4016	3795.51	0	0
FBtr0307304	4752	4531.51	1053.61	10.478
FBtr0330148	3321	3100.51	0	0
FBtr0307302	3906	3685.51	70.6999	0.864493
FBtr0307306	3943	3722.51	546.542	6.61649
FBtr0307301	3321	3100.51	0	0
FBtr0330149	3336	3115.51	46.926	0.678773
FBtr0332096	4042	3821.51	88.2196	1.04033
FBtr0082924	1843	1622.51	29	0.805472
FBtr0084178	1759	1538.51	40.9893	1.20063
FBtr0301401	3884	3663.51	46.1578	0.567791
FBtr0084177	3964	3743.51	1893.83	22.7983
FBtr0301402	3103	2882.51	152.253	2.38032
FBtr0100514	2181	1960.51	475.69	10.9344
FBtr0335195	4003	3782.51	180.081	2.1455
FBtr0346518	380	166.502	1831.49	495.708
FBtr0300437	876	655.514	387.143	26.6152
FBtr0330078	1286	1065.51	69.1708	2.92553
FBtr0072577	1286	1065.51	69.1708	2.92553
FBtr0075215	4682	4461.51	145	1.46463
FBtr0344911	4679	4458.51	0	0
FBtr0347064	5347	5126.51	0	0
FBtr0331845	4750	4529.51	0	0
FBtr0304731	4922	4701.51	0	0
FBtr0304732	5642	5421.51	0	0
FBtr0078846	2000	1779.51	33	0.835705
FBtr0088714	1141	920.514	0	0
FBtr0070250	1487	1266.51	65.1728	2.31898
FBtr0345522	3018	2797.51	1.82725	0.0294351
FBtr0335015	3011	2790.51	0.980184	0.0158294
FBtr0083978	3640	3419.51	0	0
FBtr0335016	3008	2787.51	4.01982	0.0649875
FBtr0331789	3357	3136.51	11.2679	0.161896
FBtr0331791	3444	3223.51	17.8174	0.249089
FBtr0077019	5685	5464.51	4300.28	35.4639
FBtr0331790	8082	7861.51	967.521	5.54619
FBtr0112456	796	575.514	6.30956	0.494065
FBtr0081133	2859	2638.51	180	3.07435
FBtr0347550	3326	3105.51	41.5642	0.603152
FBtr0078958	1114	893.514	1279.94	64.555
FBtr0333826	2748	2527.51	140.565	2.50625
FBtr0081752	1934	1713.51	364.705	9.59167
FBtr0077799	1647	1426.51	47.2375	1.49228
FBtr0333226	1628	1407.51	0	0
FBtr0100648	1783	1562.51	82.7625	2.38699
FBtr0079779	1184	963.514	0	0
FBtr0079936	1229	1008.51	3	0.134054
FBtr0081631	1098	877.514	7	0.359488
FBtr0079219	4281	4060.51	132.446	1.46994
FBtr0079220	4337	4116.51	115.224	1.2614
FBtr0079221	4277	4056.51	410.331	4.5585
FBtr0078080	1736	1515.51	1967	58.4905
FBtr0289981	4846	4625.51	326.753	3.18347
FBtr0333236	4765	4544.51	0	0
FBtr0080491	3939	3718.51	123.613	1.49808
FBtr0080492	4777	4556.51	134.633	1.33156
FBtr0336855	2105	1884.51	99	2.36743
FBtr0301366	2041	1820.51	0	0
FBtr0301739	371	158.628	0	0
FBtr0080691	613	392.694	0	0
FBtr0321259	3248	3027.51	0	0
